ticker,company_name,current_price,strike,expiration,days_to_expiry,bid_price,open_interest,investment,premium_received,dividend_income,reinvestment_income,exercise_proceeds,net_profit,net_outlay,total_return,annualized_return,max_drawdown,current_yield,breakeven_price,downside_protection_pct,intrinsic_value,extrinsic_value,annual_dividend,warning_flag,is_aristocrat
ERIE,Erie Indemnity Company,313.25,240,2025-12-19,80,107.6,1,31325,10760,119.73684210526314,0.6419316387034978,24000,3555.3787737439707,20565,0.1728849391560404,1.0700355614910388,-0.42561119451297513,0.017142857142857144,205.65,0.34349561053471667,73.25,34.349999999999994,5.37,FALSE,TRUE
CHD,"Church & Dwight Company, Inc.",86.17,65,2026-01-16,108,32,0,8617,3200,34.78165938864629,0.2519717446494776,6500,1118.0336311332958,5417,0.20639350768567394,0.8853961226526645,-0.3214354212974748,0.013566206336311941,54.17,0.3713589416270164,21.17,10.829999999999998,1.169,FALSE,TRUE
ITW,Illinois Tool Works Inc.,261.38,190,2026-03-20,171,79.6,2,26138,7959.999999999999,278.80434782608694,3.204713396522622,19000,1104.0090612226086,18178,0.06073325235023702,0.13411337852388439,-0.2892398419934471,0.0229550845512281,181.78,0.30453745504629276,71.38,8.219999999999999,6,FALSE,TRUE
ALB,Albemarle Corporation,86.88,50,2028-01-21,843,44.5,7,8688,4450,375.18131868131877,21.74554443876054,5000,1158.9268631200794,4238,0.2734607982822273,0.11034103420346963,-0.8439977947021831,0.018646408839779006,42.379999999999995,0.5122007366482505,36.879999999999995,7.6200000000000045,1.62,FALSE,TRUE
KVUE,Kenvue Inc.,16.34,10,2028-01-21,843,6.8,673,1634,680,189.35637149028076,10.97511306127135,1000,246.33148455155197,954,0.2582091033035136,0.1045635918368153,-0.4119999972256749,0.0503671970624235,9.54,0.4161566707466341,6.34,0.45999999999999996,0.823,FALSE,TRUE
TGT,Target Corporation,88.83,50,2028-01-21,843,40.1,24,8883,4010,1053.75,61.07544888664224,5000,1241.8254488866423,4873,0.25483797432518823,0.10328123529191013,-0.675062904768299,0.05065856129685917,48.73,0.45142406844534505,38.83,1.2700000000000031,4.5,FALSE,TRUE
AMCR,Amcor plc,8.14,5,2028-01-21,843,3.1,6,814,310,119.89333333333335,6.949028851102407,500,122.84236218443573,504,0.24373484560403916,0.09904380669556523,-0.4091919995984518,0.06253071253071253,5.040000000000001,0.38083538083538077,3.1400000000000006,-0.04000000000000048,0.509,FALSE,TRUE
NUE,Nucor Corporation,136.08,100,2028-01-21,843,49.5,9,13608.000000000002,4950,503.96739130434787,29.20999729361151,10000,1875.1773885979583,8658.000000000002,0.2165832049662691,0.08859036889363647,-0.4863910006780161,0.016093474426807763,86.58000000000001,0.3637566137566137,36.08000000000001,13.419999999999987,2.1900000000000004,FALSE,TRUE
APD,"Air Products and Chemicals, Inc",270.48,200,2027-01-15,472,82.6,7,27048,8260,918.3478260869565,29.43248068240978,20000,2159.7803067693676,18788,0.11495530693896996,0.08778842526249697,-0.33780167599442745,0.026323572907423837,187.88000000000002,0.3053830227743271,70.48000000000002,12.119999999999976,7.12,FALSE,TRUE
BEN,"Franklin Resources, Inc.",23.37,17.5,2027-01-15,472,6.1,468,2337,610,165.25164113785556,5.296213044082392,1750,193.54785418193796,1727,0.1120717163763393,0.08561222496847543,-0.5578556339575262,0.05434317501069747,17.270000000000003,0.2610183996576807,5.870000000000001,0.22999999999999865,1.27,FALSE,TRUE
CVX,Chevron Corporation,156.1,120,2028-01-21,843,40.75,12,15610,4075,1566.8804347826085,90.81653704013759,12000,2122.6969718227447,11535,0.1840222775745769,0.07587835909240526,-0.2888593801791535,0.0433055733504164,115.35,0.2610506085842409,36.099999999999994,4.650000000000006,6.76,FALSE,TRUE
PEP,"Pepsico, Inc.",140.17,110,2028-01-21,843,35.25,9,14016.999999999998,3525,1318.2296703296706,76.40471539841049,11000,1902.6343857280826,10491.999999999998,0.18134143973771283,0.07482295650317283,-0.3472363478493601,0.03963758293500749,104.91999999999999,0.25148034529499896,30.169999999999987,5.0800000000000125,5.556,FALSE,TRUE
HRL,Hormel Foods Corporation,24.64,18,2028-01-21,843,7,18,2464,700,266.8886462882096,15.468890984389738,1800,318.35753727259953,1764,0.18047479437222194,0.07448148178391256,-0.5564678187038199,0.046793831168831165,17.64,0.28409090909090906,6.640000000000001,0.35999999999999943,1.153,FALSE,TRUE
TROW,"T. Rowe Price Group, Inc.",103.52,60,2028-01-21,843,42,1,10352,4200,1168.7882096069868,67.74307431094816,6000,1084.531283917935,6152,0.17628922040278527,0.07283028175644568,-0.6414437021761311,0.048782843894899536,61.519999999999996,0.40571870170015456,43.519999999999996,-1.519999999999996,5.05,FALSE,TRUE
