ticker,company_name,current_price,strike,expiration,days_to_expiry,bid_price,open_interest,investment,premium_received,dividend_income,reinvestment_income,exercise_proceeds,net_profit,net_outlay,total_return,annualized_return,max_drawdown,current_yield,breakeven_price,downside_protection_pct,intrinsic_value,extrinsic_value,annual_dividend,warning_flag,is_aristocrat
ERIE,Erie Indemnity Company,313.25,240,2025-12-19,81,107.6,1,31325,10760,121.23355263157893,0.6581022432509566,24000,3556.891654874831,20565,0.17295850497810994,1.0521050516358113,-0.4256111945129751,0.017142857142857144,205.65,0.34349561053471667,73.25,34.349999999999994,5.37,FALSE,TRUE
CHD,"Church & Dwight Company, Inc.",86.17,65,2026-01-16,109,32,0,8617,3200,35.103711790393014,0.25666807812121545,6500,1118.3603798685144,5417,0.20645382681715238,0.8747730079470943,-0.3214354212974747,0.013566206336311941,54.17,0.3713589416270164,21.17,10.829999999999998,1.169,FALSE,TRUE
ITW,Illinois Tool Works Inc.,261.38,190,2026-03-20,172,79.6,2,26138,7959.999999999999,280.4347826086956,3.2424135810271304,19000,1105.6771961897211,18178,0.06082501904443399,0.13349192626497208,-0.2892398419934471,0.0229550845512281,181.78,0.30453745504629276,71.38,8.219999999999999,6,FALSE,TRUE
ALB,Albemarle Corporation,86.88,50,2028-01-21,844,44.5,7,8688,4450,375.62637362637366,21.79790116327757,5000,1159.4242747896515,4238,0.2735781677181811,0.1102475954816502,-0.8439977947021832,0.018646408839779006,42.379999999999995,0.5122007366482505,36.879999999999995,7.6200000000000045,1.62,FALSE,TRUE
KVUE,Kenvue Inc.,16.34,10,2028-01-21,844,6.8,673,1634,680,189.58099352051835,11.00153782946745,1000,246.58253134998586,954,0.25847225508384264,0.10453333542863197,-0.4119999972256749,0.0503671970624235,9.54,0.4161566707466341,6.34,0.45999999999999996,0.823,FALSE,TRUE
TGT,Target Corporation,88.83,50,2028-01-21,844,40.1,24,8883,4010,1055,61.22250018081046,5000,1243.222500180811,4873,0.2551246665669631,0.1032617491810619,-0.675062904768299,0.05065856129685917,48.73,0.45142406844534505,38.83,1.2700000000000031,4.5,FALSE,TRUE
AMCR,Amcor plc,8.14,5,2028-01-21,844,3.1,6,814,310,120.03555555555556,6.965760020572212,500,123.00131557612781,504,0.24405022931771392,0.09904133733703202,-0.4091919995984517,0.06253071253071253,5.040000000000001,0.38083538083538077,3.1400000000000006,-0.04000000000000048,0.509,FALSE,TRUE
NUE,Nucor Corporation,136.08,100,2028-01-21,844,49.5,9,13608.000000000002,4950,504.56521739130443,29.280326173431092,10000,1875.845543564732,8658.000000000002,0.21666037694210344,0.08851075099917094,-0.48639100067801616,0.016093474426807763,86.58000000000001,0.3637566137566137,36.08000000000001,13.419999999999987,2.1900000000000004,FALSE,TRUE
APD,"Air Products and Chemicals, Inc",270.48,200,2027-01-15,473,82.6,7,27048,8260,920.2934782608695,29.55831965559775,20000,2161.851797916468,18788,0.11506556301450224,0.08767791753036813,-0.3378016759944276,0.026323572907423837,187.88000000000002,0.3053830227743271,70.48000000000002,12.119999999999976,7.12,FALSE,TRUE
BEN,"Franklin Resources, Inc.",23.37,17.5,2027-01-15,473,6.1,468,2337,610,165.60175054704595,5.318857075295513,1750,193.92060762234178,1727,0.11228755507952622,0.08558626882702658,-0.5578556339575262,0.05434317501069747,17.270000000000003,0.2610183996576807,5.870000000000001,0.22999999999999865,1.27,FALSE,TRUE
CVX,Chevron Corporation,156.1,120,2028-01-21,844,40.75,12,15610,4075,1568.7391304347827,91.0351959210312,12000,2124.774326355815,11535,0.18420236899486908,0.07585589255872804,-0.28885938017915347,0.0433055733504164,115.35,0.2610506085842409,36.099999999999994,4.650000000000006,6.76,FALSE,TRUE
PEP,"Pepsico, Inc.",140.17,110,2028-01-21,844,35.25,9,14016.999999999998,3525,1319.7934065934066,76.58867495146661,11000,1904.3820815448762,10491.999999999998,0.18150801387198595,0.07479660450749481,-0.34723634784936,0.03963758293500749,104.91999999999999,0.25148034529499896,30.169999999999987,5.0800000000000125,5.556,FALSE,TRUE
HRL,Hormel Foods Corporation,24.64,18,2028-01-21,844,7,18,2464,700,267.20524017467244,15.506135416973825,1800,318.7113755916462,1764,0.18067538298846156,0.07446897770798366,-0.5564678187038199,0.046793831168831165,17.64,0.28409090909090906,6.640000000000001,0.35999999999999943,1.153,FALSE,TRUE
TROW,"T. Rowe Price Group, Inc.",103.52,60,2028-01-21,844,42,1,10352,4200,1170.174672489083,67.9061792398509,6000,1086.0808517289333,6152,0.17654110073617252,0.07284025922132509,-0.6414437021761313,0.048782843894899536,61.519999999999996,0.40571870170015456,43.519999999999996,-1.519999999999996,5.05,FALSE,TRUE
ADM,Archer-Daniels-Midland Company,60.31,40,2028-01-21,844,22.1,5,6031,2210,465.84415584415586,27.03331176815007,4000,671.8774676123066,3821,0.17583812290298526,0.07256299510976749,-0.5745265689660902,0.03365942629746311,38.21,0.36644005969159343,20.310000000000002,1.7899999999999991,2.0300000000000002,FALSE,TRUE
O,Realty Income Corporation,60.55,47.5,2028-01-21,844,13.4,13,6055,1340,737.1298701298701,42.77624038607276,4750,814.9061105159435,4715,0.17283268515714603,0.07137654704725671,-0.383157599993891,0.01777043765483072,47.15,0.2213047068538398,13.049999999999997,0.3500000000000032,1.076,FALSE,TRUE
XOM,Exxon Mobil Corporation,114.22,90,2028-01-21,844,28.9,226,11422,2890,912.1834061135372,52.934738147600314,9000,1433.1181442611378,8532,0.16796977780838465,0.06945317066036116,-0.20508650635138537,0.03466993521274733,85.32,0.25302048677989847,24.22,4.68,3.96,FALSE,TRUE
SWK,"Stanley Black & Decker, Inc.",73.9,40,2028-01-21,844,32.6,7,7390.000000000001,3260,769.8021978021978,44.67224189017379,4000,684.4744396923707,4130.000000000001,0.1657323098528742,0.0685666810116845,-0.7468847705270089,0.044519621109607575,41.300000000000004,0.44113667117726657,33.900000000000006,-1.3000000000000043,3.29,FALSE,TRUE
IBM,International Business Machines,279.8,190,2028-01-21,844,102.7,171,27980,10270,1554.7368421052631,90.22263184540488,19000,2934.9594739506683,17710,0.1657232904545832,0.06856310555326761,-0.20357553007443255,0.023945675482487487,177.10000000000002,0.36704789135096494,89.80000000000001,12.899999999999991,6.699999999999999,FALSE,TRUE
BDX,"Becton, Dickinson and Company",184,145,2028-01-21,844,50.5,3,18400,5050,964.5714285714288,55.97485730816957,14500,2170.546285879598,13350,0.16258773677000735,0.06731916052996723,-0.417645206004685,0.022608695652173914,133.5,0.27445652173913043,39,11.5,4.16,FALSE,TRUE
CAT,"Caterpillar, Inc.",471.61,340,2028-01-21,844,166.05,46,47161,16605,1391.3100436681223,80.73884303320854,34000,4916.048886701334,30556,0.16088653248793472,0.06664345746619804,-0.34288044705235365,0.012171073556540362,305.56,0.35209177074277476,131.61,34.44,5.74,FALSE,TRUE
CHRW,"C.H. Robinson Worldwide, Inc.",131.87,105,2028-01-21,844,36,1,13187,3600,575.0329670329671,33.36962647217801,10500,1521.4025935051468,9587,0.15869433540264388,0.06577190727191384,-0.4321204712955451,0.018806400242663227,95.87,0.2729961325547888,26.870000000000005,9.129999999999995,2.48,FALSE,TRUE
ED,"Consolidated Edison, Inc.",99.57,65,2027-01-15,473,35.3,5,9957,3529.9999999999995,440.844298245614,14.159197031925316,6500,528.0034952775386,6427,0.08215395912206917,0.06282029732249272,-0.22027077464256298,0.03394596766094205,64.27,0.35452445515717584,34.56999999999999,0.730000000000004,3.38,FALSE,TRUE
SJM,The J.M. Smucker Company,107.46,80,2027-01-15,473,28,20,10746,2800,570.5043859649123,18.32366674719747,8000,642.8280527121096,7946,0.08089957874554614,0.06186949713707235,-0.41933694699205887,0.04038712078913084,79.46,0.2605620696072958,27.459999999999994,0.5400000000000063,4.34,FALSE,TRUE
CL,Colgate-Palmolive Company,80.4,60,2028-01-21,844,23.7,16,8040.000000000001,2370,482.2857142857144,27.987428654084784,6000,840.2731429397982,5670.000000000001,0.1481963215061372,0.06158519239814364,-0.2703870271249995,0.025373134328358207,56.7,0.2947761194029851,20.400000000000006,3.2999999999999936,2.04,FALSE,TRUE
CLX,Clorox Company (The),122.99,80,2028-01-21,844,43.1,2,12299,4310,1097.0230607966457,63.66113226348425,8000,1171.6841930601295,7989,0.14666218463639122,0.06097154630620438,-0.4806913265957869,0.03984063745019921,79.88999999999999,0.35043499471501754,42.989999999999995,0.11000000000000654,4.9,FALSE,TRUE
KMB,Kimberly-Clark Corporation,122.66,95,2028-01-21,844,29,4,12266,2900,1168.6153846153848,67.81569250797466,9500,1370.4310771233595,9366,0.14631978188376676,0.06083452354462349,-0.289852312489543,0.040763084950269035,93.66,0.23642589271156042,27.659999999999997,1.3400000000000034,5,FALSE,TRUE
ABBV,AbbVie Inc.,223.16,150,2028-01-21,844,78.25,31,22316,7825,1507.7995642701526,87.49882378782496,15000,2104.2983880579777,14491,0.14521415968932286,0.06039191689845391,-0.24262694660531642,0.028992651012726293,144.91,0.3506452769313497,73.16,5.090000000000003,6.47,FALSE,TRUE
JNJ,Johnson & Johnson,181.62,140,2028-01-21,844,48.3,1,18162,4830,1184.88120950324,68.75961143417157,14000,1921.640820937413,13332,0.14413747531783777,0.05996066161176605,-0.23627761005404896,0.02797048783173659,133.32,0.2659398744631649,41.620000000000005,6.679999999999993,5.08,FALSE,TRUE
ABT,Abbott Laboratories,133.11,100,2028-01-21,844,40.65,21,13311.000000000002,4065,542.4400871459695,31.478235387083373,10000,1327.9183225330507,9246.000000000002,0.1436208438820085,0.0597536482201686,-0.362434623491608,0.017429193899782133,92.46000000000001,0.305386522425062,33.110000000000014,7.539999999999985,2.32,FALSE,TRUE
PG,Procter & Gamble Company (The),153.53,115,2028-01-21,844,43.8,9,15353,4380,978.188596491228,56.76507253606724,11500,1561.9536690272944,10973,0.14234518080992384,0.05924226463225635,-0.24633093553257196,0.02688725330554289,109.73,0.2852862632710219,38.53,5.269999999999996,4.128,FALSE,TRUE
KO,Coca-Cola Company (The),66.04,50,2028-01-21,844,17.9,48,6604.000000000001,1789.9999999999998,469.9126637554586,27.26941056088501,5000,683.1820743163416,4814.000000000001,0.1419156780881474,0.059070014078102195,-0.20888080663938158,0.030511811023622045,48.14000000000001,0.2710478497880072,16.040000000000006,1.8599999999999923,2.015,FALSE,TRUE
LOW,"Lowe's Companies, Inc.",253.32,170,2028-01-21,843,93.6,1,25332,9360,1109.2105263157894,64.28994619646551,17000,2201.5004725122562,15972,0.13783499076585626,0.05750168123348853,-0.3434463332905225,0.01835622927522501,159.72,0.3694931312174325,83.32,10.280000000000001,4.6499999999999995,FALSE,TRUE
MCD,McDonald's Corporation,302.99,220,2028-01-21,844,94.1,2,30299,9410,1638.0263157894738,95.0559871228373,22000,2844.082302912313,20889,0.13615215198967462,0.056755005884388865,-0.1820450260449913,0.02336710782534077,208.89000000000001,0.3105713059836958,82.99000000000001,11.109999999999985,7.08,FALSE,TRUE
SPGI,S&P Global Inc.,491.34,350,2027-01-15,473,159.1,6,49134,15910,500.0881057268722,16.06201112385495,35000,2292.150116850724,33224,0.06899079330757055,0.052830226593434615,-0.40159092555544706,0.00771359954410388,332.24,0.32380836080921555,141.33999999999997,17.76000000000002,3.79,FALSE,TRUE
LIN,Linde plc,476.49,330,2027-01-15,473,160.1,10,47649,16010,776.2582056892778,24.932142540447717,33000,2162.1903482297275,31639,0.0683394022639694,0.05233513208912677,-0.23721962420468595,0.012361224789607337,316.39,0.33599865684484465,146.49,13.609999999999985,5.89,FALSE,TRUE
GD,General Dynamics Corporation,332.17,240,2028-01-21,844,105.5,5,33217,10550,1412.9464285714287,81.99441988501401,24000,2827.940848456441,22667,0.1247602615457026,0.05215959381570645,-0.2295640436204189,0.017581358942710058,226.67000000000002,0.3176084535027245,92.17000000000002,13.329999999999984,5.84,FALSE,TRUE
