ticker,company_name,current_price,strike,expiration,days_to_expiry,bid_price,open_interest,investment,premium_received,dividend_income,reinvestment_income,exercise_proceeds,net_profit,net_outlay,total_return,annualized_return,max_drawdown,current_yield,breakeven_price,downside_protection_pct,intrinsic_value,extrinsic_value,annual_dividend,warning_flag,is_aristocrat
ESS,"Essex Property Trust, Inc.",266.22,190,2025-10-17,17,86.1,2,26622.000000000004,8610,47.4891304347826,0.053988256943009454,19000,1035.543118691723,18012.000000000004,0.057491845363742106,2.3207948903039535,-0.45403690545249736,0.037713169559011335,180.12000000000003,0.32341672301104346,76.22000000000003,9.879999999999967,10.04,FALSE,TRUE
ERIE,Erie Indemnity Company,313.25,240,2025-12-19,80,107.6,1,31325,10760,119.73684210526314,0.6419316387034978,24000,3555.3787737439707,20565,0.1728849391560404,1.0700355614910388,-0.42561119451297513,0.017142857142857144,205.65,0.34349561053471667,73.25,34.349999999999994,5.37,FALSE,TRUE
CHD,"Church & Dwight Company, Inc.",86.17,65,2026-01-16,108,32,0,8617,3200,34.78165938864629,0.2519717446494776,6500,1118.0336311332958,5417,0.20639350768567394,0.8853961226526645,-0.3214354212974748,0.013566206336311941,54.17,0.3713589416270164,21.17,10.829999999999998,1.169,FALSE,TRUE
ROP,"Roper Technologies, Inc.",500.96,300,2025-12-19,80,236.2,9,50096,23620,71.73913043478261,0.3846069158787322,30000,3596.123737350659,26476,0.13582579458191038,0.7879680573372856,-0.2784543066565086,0.006437639731715106,264.76,0.4714947301181731,200.95999999999998,35.24000000000001,3.2249999999999996,FALSE,TRUE
DOV,Dover Corporation,166.64,120,2025-12-19,80,57.5,3,16664,5750,45.714285714285715,0.24508284855995402,12000,1131.959368562846,10914,0.1037162697968523,0.5686898645060374,-0.3626721900391609,0.012391982717234759,109.13999999999999,0.3450552088334134,46.639999999999986,10.860000000000014,2.065,FALSE,TRUE
GWW,"W.W. Grainger, Inc.",947.98,700,2026-01-16,108,321,1,94798,32100,266.46288209606985,1.930359806467184,70000,7570.393241902537,62698,0.12074377558937345,0.4699855934576713,-0.246533419437327,0.009093018840059915,626.98,0.33861473870756764,247.98000000000002,73.01999999999998,8.62,FALSE,TRUE
CL,Colgate-Palmolive Company,80.4,45,2027-01-15,472,45.6,1,8040.000000000001,4560,269.7142857142858,8.644176289805907,4500,1298.358462004092,3480.000000000001,0.3730915120701413,0.27786127720681586,-0.2703870271249997,0.025373134328358207,34.800000000000004,0.5671641791044776,35.400000000000006,10.199999999999996,2.04,FALSE,TRUE
SPGI,S&P Global Inc.,491.34,390,2027-01-15,472,178,2,49134,17800,499.03083700440527,15.993630139728985,39000,8181.024467144132,31334,0.26109097042012297,0.19648626036589478,-0.401590925555447,0.00771359954410388,313.34,0.36227459600276796,101.33999999999997,76.660000000000025,3.79,FALSE,TRUE
MKC,"McCormick & Company, Incorporat",66.8,40,2026-09-18,353,31.1,0,6680,3110,173.4170305676856,4.14008358133884,4000,607.5571141490245,3570,0.17018406558796206,0.1764526042268859,-0.42884539633198004,0.026497005988023955,35.699999999999996,0.46556886227544914,26.799999999999997,4.300000000000004,1.77,FALSE,TRUE
LOW,"Lowe's Companies, Inc.",253.32,135,2027-01-15,472,138.15,76,25332,13815,621.0526315789474,19.904353298895174,13500,2623.956984877841,11517,0.2278333754343875,0.1720117827137515,-0.34344633329052243,0.01835622927522501,115.16999999999999,0.5453576504026528,118.32,19.830000000000013,4.6499999999999995,FALSE,TRUE
PPG,"PPG Industries, Inc.",104.02,60,2027-01-15,472,51.5,2,10402,5150,365.0544662309368,11.699770196169755,6000,1124.7542364271067,5252,0.2141573184362351,0.16190402613571941,-0.49728512728782504,0.02643722361084407,52.519999999999996,0.4950970967121708,44.019999999999996,7.480000000000004,2.75,FALSE,TRUE
BEN,"Franklin Resources, Inc.",23.37,15,2027-01-15,472,9.5,136,2337,950,165.25164113785556,5.296213044082392,1500,283.54785418193796,1387,0.2044324831881312,0.1547008537435357,-0.5578556339575262,0.05434317501069747,13.870000000000001,0.4065040650406504,8.370000000000001,1.129999999999999,1.27,FALSE,TRUE
ITW,Illinois Tool Works Inc.,261.38,190,2026-03-20,171,79.6,2,26138,7959.999999999999,278.80434782608694,3.204713396522622,19000,1104.0090612226086,18178,0.06073325235023702,0.13411337852388439,-0.2892398419934471,0.0229550845512281,181.78,0.30453745504629276,71.38,8.219999999999999,6,FALSE,TRUE
CVX,Chevron Corporation,156.1,80,2027-01-15,472,79.95,3,15610,7995,877.3043478260869,28.117062551352355,8000,1290.4214103774393,7615,0.16945783458666308,0.128685152038589,-0.2888593801791535,0.0433055733504164,76.14999999999999,0.5121716848174248,76.1,3.8500000000000085,6.76,FALSE,TRUE
KMB,Kimberly-Clark Corporation,122.66,90,2027-01-15,472,39,6,12266,3900,653.5384615384615,20.945504086837385,9000,1308.4839656252989,8366,0.15640496839891213,0.1189308408857368,-0.28985231248954313,0.040763084950269035,83.66,0.3179520626120985,32.66,6.340000000000003,5,FALSE,TRUE
PG,Procter & Gamble Company (The),153.53,90,2027-01-15,472,70.45,8,15353,7045,547.0438596491227,17.532417864110165,9000,1256.5762775132316,8308,0.15124895010992195,0.11507091968434957,-0.24633093553257196,0.02688725330554289,83.08,0.4588679736859246,63.53,6.920000000000002,4.128,FALSE,TRUE
KO,Coca-Cola Company (The),66.04,47.5,2026-12-18,444,22.2,5,6604.000000000001,2220,247.2052401746725,7.445774275402015,4750,620.6510144500735,4384.000000000001,0.1415718554858744,0.1149921721156908,-0.2088808066393816,0.030511811023622045,43.84,0.336159903089037,18.540000000000006,3.659999999999993,2.015,FALSE,TRUE
PEP,"Pepsico, Inc.",140.17,75,2027-01-15,472,68.2,2,14016.999999999998,6820,738.0835164835165,23.655120885372696,7500,1064.7386373688914,7196.999999999998,0.14794200880490366,0.11259320017888919,-0.3472363478493601,0.03963758293500749,71.96999999999998,0.4865520439466363,65.16999999999999,3.0300000000000153,5.556,FALSE,TRUE
TROW,"T. Rowe Price Group, Inc.",103.52,65,2027-01-15,472,41,23,10352,4100,654.410480349345,20.973451751193913,6500,923.3839321005398,6252,0.14769416700264554,0.11240744004930536,-0.6414437021761311,0.048782843894899536,62.519999999999996,0.39605873261205565,38.519999999999996,2.480000000000004,5.05,FALSE,TRUE
ALB,Albemarle Corporation,86.88,40,2027-12-17,808,51.9,7,8688,5190,359.6043956043956,19.953782058099847,4000,881.5581776624967,3498,0.2520177752036869,0.10686294783855987,-0.8439977947021831,0.018646408839779006,34.98,0.5973756906077348,46.879999999999995,5.020000000000003,1.62,FALSE,TRUE
BDX,"Becton, Dickinson and Company",184,125,2026-12-18,444,68.5,7,18400,6850,507.42857142857144,15.28365094962072,12500,1472.7122223781917,11550,0.12750755172105555,0.10368706297040942,-0.41764520600468497,0.022608695652173914,115.5,0.37228260869565216,59,9.5,4.16,FALSE,TRUE
SHW,Sherwin-Williams Company (The),342.92,200,2027-01-15,472,163,13,34292,16300,408.85964912280696,13.103699255105989,20000,2429.9633483779107,17992,0.1350579895719159,0.10292438244294555,-0.4286119970234621,0.0089962673509856525,179.92000000000002,0.47532952292079783,142.92000000000002,20.079999999999984,3.085,FALSE,TRUE
ADM,Archer-Daniels-Midland Company,60.31,42.5,2027-01-15,472,20.3,60,6031,2030,260.5194805194805,8.34948846174434,4250,517.8689689812254,4001,0.12943488352442525,0.09869673150414804,-0.5745265689660903,0.03365942629746311,40.010000000000005,0.336594262974631,17.810000000000002,2.4899999999999984,2.0300000000000002,FALSE,TRUE
ADP,"Automatic Data Processing, Inc.",292.66,180,2027-01-15,472,125,38,29266.000000000004,12500,798.7692307692308,25.600060550579027,18000,2058.3692913198065,16766.000000000004,0.12277044562327365,0.09367998564971192,-0.2256761384984739,0.021048315451377024,167.66000000000003,0.4271167908152805,112.66000000000003,12.339999999999975,6.16,FALSE,TRUE
APD,"Air Products and Chemicals, Inc",270.48,200,2027-01-15,472,82.6,7,27048,8260,918.3478260869565,29.43248068240978,20000,2159.7803067693676,18788,0.11495530693896996,0.08778842526249697,-0.33780167599442745,0.026323572907423837,187.88000000000002,0.3053830227743271,70.48000000000002,12.119999999999976,7.12,FALSE,TRUE
SWK,"Stanley Black & Decker, Inc.",73.9,47.5,2027-01-15,472,26.9,72,7390.000000000001,2690,430.5054945054945,13.797435231805578,4750,494.30292973729865,4700.000000000001,0.10517083611431884,0.08039903648744562,-0.7468847705270089,0.044519621109607575,47.00000000000001,0.3640054127198917,26.400000000000006,0.4999999999999929,3.29,FALSE,TRUE
FRT,Federal Realty Investment Trust,99.92,70,2026-02-20,143,30.3,1,9992,3030,165.2310924369748,1.5867710715018422,7000,204.81786350847688,6962,0.029419400101763412,0.07681552722933183,-0.40044485552048953,0.044035228182546036,69.62,0.30324259407526016,29.92,0.379999999999999,4.4,FALSE,TRUE
EMR,Emerson Electric Company,129.25,80,2027-01-15,472,53,19,12925,5300,273.2631578947368,8.757915451513876,8000,657.0210733462518,7625,0.08616669814377073,0.06600424219449552,-0.3087984894231466,0.016340425531914893,76.25,0.41005802707930367,49.25,3.75,2.112,FALSE,TRUE
ED,"Consolidated Edison, Inc.",99.57,65,2027-01-15,472,35.3,5,9957,3529.9999999999995,439.91228070175436,14.098916920050748,6500,527.011197621805,6427,0.08199956396791737,0.06284021713557597,-0.22027077464256303,0.03394596766094205,64.27,0.35452445515717584,34.56999999999999,0.730000000000004,3.38,FALSE,TRUE
SJM,The J.M. Smucker Company,107.46,80,2027-01-15,472,28,20,10746,2800,569.2982456140351,18.24565719065391,8000,641.5439028046894,7946,0.08073796914229668,0.0618817679798751,-0.419336946992059,0.04038712078913084,79.46,0.2605620696072958,27.459999999999994,0.5400000000000063,4.34,FALSE,TRUE
MCD,McDonald's Corporation,302.99,195,2027-12-17,808,115.8,2,30299,11580,1568.157894736842,87.01417793204847,19500,2436.172072668891,18719,0.13014434919968432,0.056823171196800804,-0.1820450260449913,0.02336710782534077,187.19,0.38219083138057364,107.99000000000001,7.809999999999988,7.08,FALSE,TRUE
